CLE_ECO,REG_ECOL,LONGITUDE,LATITUDE,ALTITUDE,EXPOSITION,VERSANT,SITUATION,FORME_PENT,CLASS_PENT,FORCE_PENT,PENT_ARRI,HUMUS,HUMUS_EPAI,INDURATION,PIER_PRC,DENSITE,CLASSE_AGE,SUBMERSION,SEEPAGE
21000405,3d,-70.80871836,45.52629741,600,N,M,5,R,C,11,3,MR,8,NO,50,A,50,10,NON_SP
21000406,3d,-70.80690729,45.52725162,580,N,B,5,R,C,9,3,MR,7,NO,30,B,50,10,NON_SP
21000501,3d,-70.9895174,46.13135678,260,O,B,5,R,D,25,3,MU,3,NO,45,C,90,10,NON_SP
21000502,3d,-70.98823508,46.13269389,280,Totale,B,6,C,A,2,0,MD,10,NO,30,D,90,10,NON_SP
21000503,3d,-70.98632467,46.13472646,290,S,B,5,R,B,5,1,MR,5,NO,30,C,50,10,NON_SP
21000504,3d,-70.98391411,46.13730096,300,Totale,B,0,R,A,0,0,MR,8,NO,20,C,90,10,NON_SP
21000505,3d,-70.9820037,46.13936944,310,E,B,5,R,D,17,1,MR,4,NO,20,C,90,10,NON_SP
21000506,3d,-70.9805282,46.14086023,310,E,B,5,R,C,13,2,MU,8,NO,20,B,120,10,NON_SP
21000601,3d,-70.80627554,46.08590055,320,N,M,6,I,B,8,2,MR,3,NO,40,D,50,10,NON_SP
21000602,3d,-70.80845121,46.08417618,330,Totale,M,6,R,A,0,0,MD,7,NO,25,B,JIN,10,NON_SP
21000603,3d,-70.80928815,46.08354409,330,E,M,5,R,B,4,2,MD,12,NO,45,A,VIN,10,NON_SP
21000604,3d,-70.81121929,46.08205426,350,N,H,5,R,D,25,0,MD,10,NO,40,A,VIN,10,NON_SP
21000605,3d,-70.81273832,46.08087143,350,O,H,4,R,D,25,0,MD,12,NO,40,B,VIN,10,NON_SP
21000606,3d,-70.81550555,46.07865944,330,O,M,4,R,E,34,0,MD,12,NO,30,B,30,10,NON_SP
21000607,3d,-70.81702455,46.07750355,310,O,M,7,R,A,3,2,TO,13,NO,15,B,VIN,10,NON_SP
21000701,3d,-70.90583188,46.09867281,280,S,B,5,R,B,7,1,MD,4,FR,30,C,50,10,NON_SP
21000702,3d,-70.90841768,46.09854663,280,S,B,5,R,B,4,0,MR,7,NO,50,C,50,10,NON_SP
21000703,3d,-70.9115982,46.09839126,280,S,B,4,R,C,11,0,MD,4,NO,55,A,90,10,NON_SP
21000704,3d,-70.91468479,46.09778627,280,O,B,5,R,B,7,2,MU,6,NO,30,B,JIN,10,NON_SP
21000705,3d,-70.91789104,46.09762163,240,O,B,5,R,D,18,3,MU,3,NO,30,C,90,10,NON_SP
21000706,3d,-70.91998551,46.09752398,230,O,B,7,R,C,15,3,MD,9,NO,5,C,50,10,NON_SP
21000801,3d,-70.84673552,46.06318318,270,Totale,B,0,R,A,3,0,MU,22,NO,40,A,JIN,10,SP
21000802,3d,-70.84908262,46.06233926,270,O,B,5,R,C,9,0,MR,9,NO,45,B,50,10,NON_SP
21000803,3d,-70.85328627,46.06077876,280,N,B,5,R,A,3,1,MR,9,NO,10,C,50,10,NON_SP
21000804,3d,-70.85585212,46.05981706,270,Totale,B,0,R,A,0,0,SO,99,NO,0,D,50,10,NON_SP
21000805,3d,-70.85819894,46.05897296,240,Totale,B,0,R,A,0,0,SO,75,NO,0,C,50,10,NON_SP
21000806,3d,-70.86039065,46.0581383,220,Totale,B,0,R,A,0,0,SO,99,NO,0,NO,10,10,NON_SP
21000901,3d,-70.72736304,45.73365007,320,Totale,B,0,R,A,0,0,SO,57,NO,0,C,50,10,NON_SP
21000902,3d,-70.72833797,45.73414302,320,Totale,B,0,R,A,2,0,MD,7,NO,70,NO,10,10,NON_SP
21000903,3d,-70.73013741,45.73505722,330,Totale,B,0,R,A,1,0,MU,6,NO,25,D,50,10,NON_SP
21000904,3d,-70.73124116,45.73561737,340,E,B,5,R,D,18,0,MR,6,NO,25,C,50,10,NON_SP
21000905,3d,-70.73404992,45.73704234,340,E,B,7,C,D,19,0,MD,10,NO,30,C,50,10,NON_SP
21000906,3d,-70.73715543,45.73861959,350,S,B,5,I,D,20,0,MR,6,NO,25,D,50,10,NON_SP
21001001,3d,-70.42324331,46.07681073,380,Totale,H,0,R,A,2,0,MR,8,NO,35,NO,NO,10,NON_SP
21001002,3d,-70.421134,46.07818592,380,Totale,H,0,R,A,0,0,MR,12,NO,20,D,50,10,NON_SP
21001003,3d,-70.41785982,46.08032502,380,Totale,H,0,R,A,2,0,MR,15,NO,20,C,50,10,NON_SP
21001004,3d,-70.41688929,46.08088216,380,Totale,H,0,R,A,2,0,MR,15,NO,35,C,30,10,NON_SP
21001005,3d,-70.41499968,46.08212243,390,O,H,5,R,A,2,1,TO,26,NO,25,NO,10,10,NON_SP
21001006,3d,-70.41357591,46.0830751,390,Totale,H,0,R,A,0,0,MR,16,NO,40,C,10,10,NON_SP
21001101,3d,-70.55633128,46.02760596,350,O,H,5,R,C,13,0,MR,16,NO,30,C,30,10,NON_SP
21001102,3d,-70.55784344,46.02843298,350,S,H,7,R,B,5,0,MR,9,NO,25,C,50,10,NON_SP
21001103,3d,-70.56042838,46.02979928,350,Totale,H,0,R,A,0,0,MR,16,NO,30,C,120,10,NON_SP
21001104,3d,-70.56142362,46.03032961,350,N,H,7,R,B,4,0,MR,5,NO,35,C,120,10,NON_SP
21001105,3d,-70.56424138,46.03180366,350,Totale,H,0,R,A,0,0,MR,10,NO,40,A,10,10,NON_SP
21001106,3d,-70.56690415,46.03317877,350,N,H,7,R,D,20,1,MU,14,NO,45,NO,10,10,NON_SP
21001201,3d,-70.59753161,46.01002388,350,Totale,H,0,R,A,0,0,MR,20,NO,40,C,50,10,NON_SP
21001202,3d,-70.60064805,46.01245954,350,N,H,5,R,C,11,2,MD,9,NO,30,D,50,10,NON_SP
21001203,3d,-70.60219982,46.01362785,340,O,H,5,R,A,1,1,MR,13,NO,65,C,50,10,NON_SP
21001204,3d,-70.60301458,46.01426595,340,N,H,7,R,A,1,2,MR,12,NO,70,C,50,10,NON_SP
21001205,3d,-70.603894,46.01494897,330,Totale,H,0,R,A,0,0,MR,8,NO,55,C,50,10,NON_SP
21001206,3d,-70.60751549,46.01780687,330,Totale,H,0,R,A,0,0,MR,14,NO,35,B,10,10,NON_SP
21001301,3d,-70.85097488,46.24238063,220,E,H,5,R,C,15,1,MU,22,NO,30,B,90,10,NON_SP
21001302,3d,-70.84909493,46.24243137,200,S,H,7,R,B,8,2,MD,3,NO,71,NO,10,10,NON_SP
21001303,3d,-70.84556838,46.24252306,200,E,H,5,R,B,5,0,MD,5,NO,20,C,50,10,NON_SP
21001304,3d,-70.84301435,46.24261173,190,E,M,5,R,B,4,3,MR,8,NO,50,C,90,10,NON_SP
21001305,3d,-70.84108263,46.24268049,180,E,M,4,R,C,10,3,MD,7,NO,40,C,90,10,NON_SP
21001306,3d,-70.83948788,46.24272122,180,Totale,M,0,R,A,0,0,MD,10,NO,70,NO,10,10,NON_SP
21001401,3d,-70.34765755,45.91888023,550,N,H,5,I,D,23,2,MR,14,NO,60,C,90,10,NON_SP
21001402,3d,-70.35012579,45.92147485,470,N,M,5,R,C,12,3,MU,6,NO,25,B,VIN,10,NON_SP
21001403,3d,-70.35151411,45.92299729,460,N,M,5,R,C,12,3,MR,5,NO,25,B,VIN,10,NON_SP
21001404,3d,-70.35290262,45.92447472,440,N,B,5,R,B,4,3,MR,6,NO,45,B,VIN,10,NON_SP
21001405,3d,-70.35436843,45.92600622,430,O,B,7,R,B,6,0,MR,9,NO,60,C,JIN,10,NON_SP
21001501,3d,-70.31547695,45.98964484,480,N,M,5,R,D,16,3,MD,9,NO,75,A,70,30,NON_SP
21001502,3d,-70.31433348,45.98804141,490,N,M,5,R,B,8,3,MD,7,NO,20,A,VIN,10,NON_SP
21001503,3d,-70.31257346,45.98556418,520,O,H,5,R,B,7,3,MD,8,NO,20,B,VIN,10,NON_SP
21001504,3d,-70.31209858,45.9847716,520,O,H,5,R,C,10,3,MD,9,NO,20,B,VIN,10,NON_SP
21001505,3d,-70.3106598,45.98277174,540,S,H,4,X,B,6,0,MR,11,NO,30,B,30,10,NON_SP
21001601,3d,-70.35338624,45.86562936,640,N,M,5,R,D,19,3,MR,12,NO,70,NO,NO,10,NON_SP
21001602,3d,-70.35412181,45.86431212,660,N,H,5,R,B,8,2,MR,20,NO,60,NO,NO,10,NON_SP
21001603,3d,-70.3548072,45.86308478,680,O,H,6,R,B,7,1,MR,5,NO,70,D,90,10,NON_SP
21001604,3d,-70.3564314,45.86017153,670,N,H,4,R,C,13,1,MR,10,NO,75,D,90,10,NON_SP
21001605,3d,-70.35714378,45.85889472,680,S,H,4,R,B,4,0,MR,12,NO,50,A,30,10,NON_SP
21001606,3d,-70.35783025,45.85766287,670,S,H,5,R,C,12,1,MD,7,NO,30,D,90,10,NON_SP
21001701,3d,-70.42912461,45.79993122,580,Totale,M,0,R,A,2,0,TO,15,NO,25,NO,10,10,NON_SP
21001702,3d,-70.42799485,45.79877428,580,O,M,5,R,B,4,3,MR,7,NO,55,D,70,10,NON_SP
21001703,3d,-70.42649378,45.79723467,580,N,M,5,R,C,10,3,MD,8,NO,25,B,VIN,10,NON_SP
21001704,3d,-70.425497,45.79621276,610,N,H,5,R,C,9,3,MR,15,NO,40,B,90,10,SP
21001705,3d,-70.42442237,45.7951143,630,N,H,5,R,A,1,3,MD,17,NO,25,A,70,10,SP
21001706,3d,-70.42293756,45.79359265,650,N,H,4,X,E,32,0,MD,3,NO,25,A,70,10,NON_SP
21001801,3d,-70.41579728,46.23756196,340,N,B,7,R,B,6,0,MR,8,NO,40,C,50,10,NON_SP
21001802,3d,-70.41606702,46.23923565,340,O,B,7,R,A,2,0,MR,10,NO,60,D,50,10,NON_SP
21001803,3d,-70.41629771,46.24101728,340,Totale,B,0,R,A,0,0,SO,60,NO,0,D,50,10,NON_SP
21001804,3d,-70.4167215,46.24374376,340,Totale,B,0,R,A,0,0,TO,15,NO,35,D,50,10,NON_SP
21001805,3d,-70.4170294,46.24594831,340,Totale,B,0,R,A,0,0,TO,17,NO,20,D,50,10,NON_SP
21001806,3d,-70.41729927,46.24758601,340,Totale,B,0,R,A,0,0,TO,17,NO,20,D,50,10,NON_SP
21001901,3d,-70.44448979,46.03322086,350,E,H,4,R,A,2,0,MD,6,NO,15,B,30,10,NON_SP
21001902,3d,-70.44147055,46.02975528,340,O,H,5,R,A,1,2,TO,23,NO,40,C,90,10,NON_SP
21001903,3d,-70.44047717,46.02857608,340,Totale,H,0,R,A,0,0,TO,21,NO,75,D,90,10,NON_SP
21001904,3d,-70.43932902,46.02721684,330,Totale,M,0,R,A,0,0,TO,18,NO,20,D,90,10,NON_SP
21001905,3d,-70.43691676,46.02439029,330,S,M,4,R,A,2,0,MR,8,NO,25,C,10,10,NON_SP
21001906,3d,-70.43584609,46.02319301,320,E,M,5,R,B,7,2,MU,11,NO,30,C,10,10,NON_SP
21002001,3d,-70.69502541,46.02130808,290,E,B,5,R,A,3,3,SO,59,NO,0,B,30,10,NON_SP
21002002,3d,-70.69324432,46.02167101,280,E,B,5,R,B,5,1,MR,17,NO,40,B,50,10,NON_SP
21002003,3d,-70.69133417,46.02207012,280,E,B,5,R,B,4,0,MR,7,NO,45,B,50,10,NON_SP
21002004,3d,-70.68877867,46.02260523,270,N,B,5,R,A,3,0,MR,4,NO,50,C,50,10,NON_SP
21002005,3d,-70.68632636,46.02311312,260,E,B,5,R,B,4,3,MR,5,NO,55,C,50,10,NON_SP
21002006,3d,-70.6801308,46.02438272,250,N,B,7,R,B,5,3,AN,2,NO,60,B,10,10,NON_SP
21002101,3d,-70.76256557,46.04954229,270,O,B,7,R,A,2,3,MD,6,NO,35,B,50,10,NON_SP
21002102,3d,-70.76370908,46.05088029,270,S,B,7,R,A,2,3,MD,8,NO,30,B,50,10,NON_SP
21002103,3d,-70.76489173,46.05228118,280,S,B,5,R,B,4,3,MD,4,NO,25,A,70,10,NON_SP
21002104,3d,-70.7659965,46.05360125,280,O,B,5,R,A,2,3,MD,12,NO,15,C,VIN,10,NON_SP
21002105,3d,-70.76832296,46.05633107,280,O,B,5,R,A,3,2,MD,7,NO,30,B,30,10,NON_SP
21002106,3d,-70.76914152,46.0572289,270,O,B,7,R,B,8,1,MD,7,NO,30,D,30,10,NON_SP
21002201,3d,-71.22030792,45.35526197,480,E,M,5,R,B,8,2,MU,12,NO,40,NO,NO,10,NON_SP
21002202,3d,-71.21645418,45.35489477,460,E,M,5,R,C,14,3,MU,15,NO,35,B,JIN,10,SP
21002203,3d,-71.21459072,45.35471747,450,E,B,5,R,C,9,3,MU,33,NO,10,C,70,10,SP
21002204,3d,-71.21090917,45.354367,430,S,B,5,R,B,5,1,MD,13,NO,35,B,50,10,NON_SP
21002205,3d,-71.20962116,45.35424453,420,E,B,5,I,F,45,0,MR,12,NO,75,C,70,10,NON_SP
21002206,3d,-71.20777236,45.35407153,400,E,B,7,C,B,6,0,MU,19,NO,40,D,50,21,NON_SP
21002301,3d,-71.45063684,45.91474864,380,N,M,4,R,B,4,0,MR,8,NO,40,C,10,10,NON_SP
21002302,3d,-71.44841181,45.91353443,400,O,H,5,R,D,18,0,MU,12,NO,40,C,VIN,10,NON_SP
21002303,3d,-71.44712265,45.91277131,420,O,H,5,R,C,11,3,MD,8,NO,30,B,90,10,NON_SP
21002304,3d,-71.44511932,45.91169916,470,N,H,4,R,D,25,1,MR,7,NO,25,D,90,10,NON_SP
21002305,3d,-71.44311562,45.91059999,470,E,H,5,R,C,13,2,MR,6,NO,50,B,90,10,NON_SP
21002306,3d,-71.44156671,45.90971298,440,S,H,7,R,C,10,3,MR,5,NO,40,C,30,10,SP
21002307,3d,-71.43953752,45.90862295,430,Totale,H,0,R,A,2,0,MR,5,NO,25,B,10,10,NON_SP
21002401,3d,-71.28710018,45.99837543,340,Totale,B,0,R,A,0,0,MR,8,NO,50,NO,10,10,NON_SP
21002402,3d,-71.2887248,45.9973205,330,O,B,5,R,D,17,2,MR,13,NO,70,B,30,10,NON_SP
21002403,3d,-71.2904015,45.99630118,310,O,B,5,I,B,6,0,MR,7,NO,75,C,50,10,NON_SP
21002404,3d,-71.29521207,45.99326258,310,S,B,4,R,A,3,0,MR,18,NO,50,D,50,10,NON_SP
21002405,3d,-71.29706613,45.99202598,310,S,B,5,R,B,5,1,TO,13,NO,20,C,50,10,NON_SP
21002406,3d,-71.29876872,45.99103334,300,Totale,B,0,R,A,2,1,SO,41,NO,0,C,30,21,NON_SP
21002501,3d,-71.31648759,45.93978303,360,Totale,B,0,R,A,1,0,MR,8,NO,40,C,50,10,NON_SP
21002502,3d,-71.31371128,45.93866012,360,E,B,5,R,B,4,0,MR,9,NO,40,A,JIN,10,NON_SP
21002503,3d,-71.31262139,45.93820899,350,E,B,5,R,B,7,2,MR,8,NO,30,B,JIN,10,NON_SP
21002504,3d,-71.30987154,45.93712178,330,S,B,5,R,C,10,3,MR,8,NO,40,B,JIN,10,SP
21002505,3d,-71.30813332,45.93642327,320,E,B,5,R,C,10,3,MR,6,NO,45,C,30,10,SP
21002506,3d,-71.30389286,45.93479758,290,S,B,5,R,B,5,3,MR,10,NO,45,D,30,10,NON_SP
21002507,3d,-71.30054647,45.93345342,280,Totale,B,0,R,A,0,0,MR,13,NO,80,D,50,10,NON_SP
21002601,3d,-71.29002833,45.91832036,350,N,H,4,R,B,4,0,MR,7,NO,25,C,50,10,NON_SP
21002602,3d,-71.29006778,45.91928285,350,Totale,H,0,R,A,1,0,MR,6,NO,35,C,50,10,NON_SP
21002603,3d,-71.29014768,45.92037103,350,O,H,4,R,A,3,0,MR,13,NO,30,C,50,10,NON_SP
21002604,3d,-71.29051163,45.92421057,340,N,H,5,R,B,5,2,MR,11,NO,40,C,50,10,NON_SP
21002605,3d,-71.29064071,45.92603623,330,N,M,5,R,B,7,3,MR,7,NO,20,B,50,10,NON_SP
21002606,3d,-71.29080656,45.92772666,320,N,M,5,R,B,5,3,MR,8,NO,35,C,10,10,NON_SP
21002607,3d,-71.29090437,45.92916563,320,N,M,5,R,B,4,3,MR,12,NO,15,C,10,10,NON_SP
21002701,3d,-71.16869887,45.90477897,290,E,B,7,R,B,6,3,MR,18,NO,60,B,70,10,NON_SP
21002702,3d,-71.1702586,45.90647042,310,S,M,5,R,C,14,3,MR,9,NO,45,B,VIN,10,NON_SP
21002703,3d,-71.17112155,45.90740563,330,S,M,5,R,D,25,2,MD,8,NO,45,A,VIN,10,NON_SP
21002704,3d,-71.17182921,45.90817078,350,Totale,H,3,R,A,0,0,MD,2,NO,40,A,JIN,10,NON_SP
21002705,3d,-71.17372141,45.91022464,340,N,H,4,R,A,3,0,MR,5,NO,40,B,JIN,10,NON_SP
21002706,3d,-71.17471773,45.91130299,340,S,H,5,R,C,9,0,MR,10,NO,30,B,JIN,10,NON_SP
21002801,3d,-71.1597971,45.98244533,300,Totale,B,0,R,A,0,0,TO,20,NO,5,D,70,10,NON_SP
21002802,3d,-71.15407817,45.97921654,310,O,B,7,R,C,10,3,MR,5,NO,60,D,50,10,NON_SP
21002803,3d,-71.15316485,45.97869989,320,O,M,5,R,C,13,3,MR,13,NO,55,C,50,10,NON_SP
21002804,3d,-71.15153846,45.97778242,320,N,M,5,R,B,5,2,MR,6,NO,40,C,10,10,NON_SP
21002805,3d,-71.14907295,45.9763883,330,Totale,M,4,R,A,1,0,MR,6,NO,15,D,50,10,NON_SP
21002806,3d,-71.14713121,45.9752881,340,Totale,M,4,R,A,1,0,MR,7,NO,25,C,50,10,NON_SP
21002901,3d,-70.83657187,46.32140141,310,E,M,7,C,D,19,2,MR,4,NO,45,C,10,10,NON_SP
21002902,3d,-70.83832146,46.32082942,330,E,H,4,R,B,4,1,MD,5,NO,50,B,70,10,NON_SP
21002903,3d,-70.84102768,46.32165812,330,Totale,H,3,X,B,5,0,MR,7,NO,45,C,VIN,10,NON_SP
21002904,3d,-70.84431197,46.32146833,320,S,M,5,X,D,16,2,MR,5,NO,55,B,30,10,NON_SP
21002905,3d,-70.84825857,46.32128543,300,N,M,5,X,B,5,2,MR,7,NO,50,NO,10,10,NON_SP
21002906,3d,-70.85025786,46.32119835,290,O,B,5,R,B,8,1,MR,13,NO,60,C,50,10,SP
21003001,3d,-70.7899182,46.28548655,270,N,B,4,R,B,5,0,MR,9,NO,40,B,50,10,NON_SP
21003002,3d,-70.78815922,46.28415042,270,S,B,5,R,B,5,0,MR,5,NO,35,B,50,10,NON_SP
21003003,3d,-70.78589288,46.2825546,290,O,B,4,C,C,11,1,MR,6,NO,40,NO,10,10,NON_SP
21003004,3d,-70.78323549,46.28059083,270,E,B,5,R,B,8,3,MD,6,NO,35,B,70,10,NON_SP
21003005,3d,-70.77964078,46.27799049,230,S,B,5,R,B,5,3,MR,9,NO,40,C,50,10,NON_SP
21003006,3d,-70.77853352,46.27713846,220,S,B,5,R,C,12,3,MR,9,NO,30,C,10,10,NON_SP
21003101,3d,-70.57114841,46.30982744,440,O,H,5,R,A,3,1,MD,8,NO,40,A,50,10,NON_SP
21003102,3d,-70.56986403,46.31058399,440,E,H,4,R,C,10,0,MD,5,NO,25,A,50,10,NON_SP
21003103,3d,-70.56790492,46.31170981,410,E,M,5,C,D,30,1,MD,7,NO,25,C,50,10,NON_SP
21003104,3d,-70.56591977,46.31284462,390,N,M,5,R,C,13,3,MD,6,NO,20,B,JIN,10,SP
21003105,3d,-70.56105404,46.31578039,340,E,B,5,R,C,9,3,MU,21,NO,25,D,90,10,SP
21003106,3d,-70.55832896,46.3173923,320,Totale,B,0,R,A,0,0,MU,22,NO,10,A,30,10,NON_SP
21003201,3d,-70.50842668,46.31327718,450,S,H,4,C,B,5,1,MD,5,NO,35,C,50,10,NON_SP
21003202,3d,-70.50844011,46.31614727,400,N,M,5,R,C,14,2,MD,6,NO,20,A,70,10,NON_SP
21003203,3d,-70.50842727,46.31707397,380,E,B,5,R,D,24,3,MD,5,NO,55,A,VIN,10,NON_SP
21003204,3d,-70.50846668,46.32002503,350,E,B,7,R,B,8,3,MD,9,FR,20,NO,10,10,NON_SP
21003205,3d,-70.50854479,46.32129362,350,Totale,B,0,R,A,3,0,MR,11,NO,30,D,30,10,NON_SP
21003206,3d,-70.50854511,46.32334497,340,E,B,7,R,B,4,1,MR,9,NO,40,NO,10,10,NON_SP
21003301,3d,-70.41579049,46.30976458,410,S,M,4,R,A,2,1,MD,7,NO,30,B,VIN,10,NON_SP
21003302,3d,-70.41568452,46.31114107,410,N,M,4,R,A,2,1,MD,6,NO,25,C,VIN,10,NON_SP
21003303,3d,-70.41555205,46.31285043,400,N,M,5,R,A,2,2,TO,17,NO,45,C,50,10,NON_SP
21003304,3d,-70.41542005,46.31425389,390,O,M,5,R,A,3,1,MD,7,NO,40,NO,10,10,NON_SP
21003305,3d,-70.41516842,46.31743869,380,E,B,0,R,A,0,0,TO,14,NO,30,D,30,10,NON_SP
21003306,3d,-70.41506179,46.31922004,390,S,M,5,R,C,9,3,MU,4,NO,45,C,50,10,NON_SP
21003401,3d,-70.43606176,46.27254737,350,Totale,M,0,R,A,0,0,SO,50,NO,0,B,70,10,NON_SP
21003402,3d,-70.43397232,46.27300504,350,Totale,M,0,R,A,0,0,TO,20,NO,40,D,30,10,NON_SP
21003403,3d,-70.42996198,46.27393836,350,O,M,5,R,B,8,1,MU,10,NO,35,D,50,10,NON_SP
21003404,3d,-70.42650973,46.27464697,350,S,M,4,R,D,18,0,MD,9,NO,30,B,VIN,10,NON_SP
21003405,3d,-70.42500416,46.27499689,360,S,M,4,R,C,10,0,MD,5,NO,30,B,VIN,10,NON_SP
21003406,3d,-70.42249921,46.27553505,350,E,M,5,R,B,5,2,MD,7,NO,30,B,VIN,10,NON_SP
21003501,3d,-70.22181022,46.33994847,390,Totale,H,0,R,A,0,0,TO,12,NO,45,D,30,10,NON_SP
21003502,3d,-70.21925026,46.34011316,390,S,H,4,R,B,4,0,MR,6,NO,50,D,50,10,NON_SP
21003503,3d,-70.21328532,46.34055721,390,E,H,7,R,A,2,3,MR,8,NO,60,C,10,20,NON_SP
21003504,3d,-70.2104262,46.34078393,380,E,M,5,R,B,4,3,MR,9,NO,70,D,30,10,NON_SP
21003505,3d,-70.2081256,46.34102101,380,Totale,M,0,R,A,1,0,TO,12,NO,40,NO,10,10,NON_SP
21003506,3d,-70.20594242,46.34115937,380,Totale,M,0,R,A,1,0,SO,65,NO,0,NO,10,10,NON_SP
21003601,3d,-70.69211895,46.24077853,300,E,M,7,R,C,10,3,TO,9,NO,20,D,50,10,SP
21003602,3d,-70.69424702,46.24119781,330,E,M,5,R,C,11,1,MD,13,NO,30,A,VIN,10,NON_SP
21003603,3d,-70.69671233,46.24163446,330,N,M,5,R,D,18,2,MD,8,NO,30,C,JIN,10,NON_SP
21003604,3d,-70.69889239,46.24207156,320,Totale,M,0,R,A,0,0,SO,99,NO,0,B,50,10,NON_SP
21003605,3d,-70.70296692,46.24282916,340,E,H,5,R,C,11,2,MD,6,NO,40,C,VIN,10,NON_SP
21003606,3d,-70.70448517,46.24311437,360,E,H,4,X,D,23,1,MD,6,NO,40,C,VIN,10,NON_SP
21003701,3d,-70.65364693,46.1388698,290,O,B,4,X,B,7,0,MR,3,NO,40,C,30,10,NON_SP
21003702,3d,-70.6527515,46.1426949,280,O,B,4,R,B,6,2,MR,3,NO,25,C,50,10,NON_SP
21003703,3d,-70.65230335,46.14446799,270,E,B,4,X,D,16,0,MU,8,NO,70,C,30,10,NON_SP
21003704,3d,-70.65207325,46.14552099,260,E,B,5,R,B,6,2,SO,32,NO,25,C,30,21,SP
21003705,3d,-70.65165097,46.14730304,230,N,B,5,R,F,46,2,MD,7,NO,30,B,50,10,NON_SP
21003706,3d,-70.65136986,46.14864403,200,N,B,7,R,B,7,3,MD,20,FR,40,A,30,10,NON_SP
21003707,3d,-70.65117807,46.14951703,180,N,B,7,C,B,5,0,MU,2,NO,15,B,30,10,NON_SP
21003801,3d,-70.57023726,46.20642276,260,N,B,5,R,A,3,2,MR,10,NO,50,D,30,10,NON_SP
21003802,3d,-70.571017,46.20813177,260,O,B,6,R,A,2,0,MU,10,NO,20,NO,10,10,NON_SP
21003803,3d,-70.57166656,46.209355,260,Totale,B,0,R,A,2,0,MR,8,NO,20,C,70,10,NON_SP
21003804,3d,-70.57219936,46.21047033,250,Totale,B,0,R,A,0,0,MR,9,NO,25,C,50,10,NON_SP
21003805,3d,-70.57256333,46.21129786,250,N,B,5,R,A,2,1,MR,10,NO,20,C,70,10,NON_SP
21003806,3d,-70.57308307,46.21230522,250,Totale,B,0,R,A,2,0,MD,6,NO,30,D,50,10,NON_SP
21003807,3d,-70.57403185,46.21430202,240,Totale,B,6,R,A,0,0,MD,9,NO,65,D,50,21,SP
21003901,3d,-70.35712442,46.05769042,460,O,H,5,R,A,3,2,MD,6,NO,25,C,10,10,NON_SP
21003902,3d,-70.36221877,46.05677892,450,O,H,5,R,B,4,3,MD,6,NO,15,NO,NO,10,NON_SP
21003903,3d,-70.36467555,46.056269,440,O,H,5,R,B,5,3,MD,5,NO,40,C,50,10,NON_SP
21003904,3d,-70.36784323,46.05569686,430,O,H,5,R,C,9,0,MR,16,NO,5,C,50,10,NON_SP
21003905,3d,-70.36904574,46.05543732,420,O,H,5,R,A,3,2,MR,12,NO,15,C,50,10,SP
21004001,3d,-70.27564714,46.15431842,550,E,H,5,R,C,10,3,MU,7,NO,15,A,JIN,10,NON_SP
21004002,3d,-70.27432203,46.1522644,560,E,H,4,R,C,15,0,MD,7,NO,20,A,JIN,10,NON_SP
21004003,3d,-70.27162025,46.14817421,560,S,H,5,R,B,8,2,MU,12,NO,15,C,30,10,NON_SP
21004004,3d,-70.27056548,46.14655257,540,S,H,7,R,B,8,3,MU,13,NO,35,C,30,10,SP
21004005,3d,-70.26979397,46.14530937,530,S,H,5,R,B,7,1,MD,11,NO,25,C,50,10,NON_SP
21004006,3d,-70.26922768,46.14452546,530,S,H,5,R,C,9,0,MD,17,NO,15,B,30,10,NON_SP
21004101,3d,-70.3737227,46.1976112,460,N,M,5,R,B,7,2,MD,14,NO,35,B,JIN,10,NON_SP
21004102,3d,-70.37271751,46.19525279,480,N,H,5,R,C,14,0,MD,9,NO,35,A,JIN,10,NON_SP
21004103,3d,-70.3716222,46.19268732,460,N,M,4,R,E,35,0,MD,12,NO,30,B,50,10,NON_SP
21004104,3d,-70.37061721,46.19031989,440,S,B,5,R,C,10,0,MR,10,NO,40,C,50,10,NON_SP
21004105,3d,-70.3697408,46.18840246,430,S,B,5,R,C,15,1,MD,8,NO,25,A,VIN,10,NON_SP
21004106,3d,-70.36887758,46.18640406,410,O,B,7,R,C,9,3,MR,26,NO,50,C,70,10,NON_SP
21004201,3d,-70.77953413,45.89599244,400,Totale,M,0,R,A,2,0,MR,8,NO,45,B,30,10,NON_SP
21004202,3d,-70.77829524,45.89563555,400,Totale,M,0,R,A,3,0,MR,8,FR,55,A,10,10,NON_SP
21004203,3d,-70.77546915,45.8948326,390,Totale,M,0,R,A,0,0,MR,29,NO,60,B,90,10,NON_SP
21004204,3d,-70.77358508,45.89428826,390,Totale,M,0,R,A,0,0,SO,75,NO,0,C,70,10,NON_SP
21004205,3d,-70.7694557,45.89308337,390,E,M,4,R,B,5,0,MR,10,NO,60,D,70,10,NON_SP
21004206,3d,-70.76705572,45.89241416,390,Totale,M,0,R,A,0,0,MR,9,NO,45,C,90,10,NON_SP
21004301,3d,-70.92897548,45.75641643,610,O,B,5,R,E,38,3,MR,5,NO,45,B,50,10,NON_SP
21004302,3d,-70.92760032,45.75765882,670,O,M,5,I,F,52,3,MR,6,NO,70,B,70,10,NON_SP
